3163003.9,77.5,73.0
3163008.4,77.6,72.8
3163013.0,77.3,72.6
3163017.5,77.1,72.6
3163022.0,77.1,72.8
3163026.5,76.9,72.6
3163031.1,77.1,73.0
3163035.8,77.5,73.0
3163040.4,76.7,72.6
3163044.9,77.1,72.8
3163049.7,77.1,72.8
3163054.5,77.3,72.8
3163059.2,77.3,72.8
3163064.3,77.5,72.6
3163068.9,77.1,72.5
3163073.5,77.5,72.8
3163078.0,77.5,72.8
3163082.6,77.3,72.8
3163087.5,77.5,72.8
3163092.4,77.3,72.4
3163097.2,77.3,72.8
3163102.0,77.5,72.8
3163106.9,77.3,72.6
3163111.7,77.0,72.4
3163116.6,77.5,72.6
3163121.4,77.6,72.8
3163126.3,77.6,72.5
3163131.1,77.3,72.5
3163136.0,77.9,72.6
3163140.8,77.0,72.8
3163145.6,77.5,72.5
3163150.4,77.8,72.5
3163155.4,77.0,73.0
3163161.1,77.9,73.0
3163166.0,77.6,72.8
3163170.8,77.8,72.8
3163175.7,77.6,72.8
3163180.5,77.8,72.8
3163185.3,77.6,72.8
3163192.0,77.6,73.1
3163196.8,77.9,72.6
3163201.6,77.9,72.8
3163208.9,78.2,73.1
3163213.5,78.2,73.1
3163218.0,78.6,72.8
3163223.0,78.3,72.8
3163227.6,77.9,72.8
3163232.1,77.9,72.8
3163236.6,78.0,72.8
3163241.2,78.0,73.0
3163245.7,78.0,73.0
3163250.2,78.3,73.3
3163254.8,78.3,73.0
3163259.3,78.2,73.1
3163263.8,78.3,73.0
3163268.3,77.8,73.0
3163272.9,78.5,73.4
3163277.4,78.2,72.6
3163281.9,78.2,72.8
3163286.5,78.6,73.3
3163291.0,78.8,73.3
3163295.8,78.4,73.0
3163300.6,78.6,73.4
3163305.3,78.6,73.0
3163310.3,78.8,73.1
3163315.2,79.3,73.0
3163320.0,79.0,73.4
3163326.5,79.3,73.4
3163332.0,78.8,73.3
3163336.9,78.6,73.1
3163342.4,79.0,73.3
3163347.2,79.0,73.1
3163352.0,79.0,73.4
3163356.9,79.0,73.4
3163365.9,79.3,73.1
3163371.2,78.8,73.3
3163376.1,79.3,73.3
3163381.0,78.8,73.4
3163386.1,79.3,73.5
3163390.6,79.0,73.4
3163395.4,79.3,73.4
3163401.9,79.3,73.4
3163410.6,79.0,73.5
3163415.3,79.4,73.1
3163419.9,79.3,73.4
3163424.5,79.3,73.4
3163429.0,79.0,73.0
3163433.5,79.4,73.3
3163438.0,79.1,73.3
3163442.6,79.0,73.0
3163447.1,79.3,73.3
3163451.6,79.3,73.0
3163456.1,79.3,73.3
3163460.7,79.1,73.4
3163465.2,79.3,73.5
3163469.7,78.5,73.3
3163474.2,79.3,73.4
3163478.8,79.0,73.5
3163483.3,78.4,73.3
3163487.8,79.3,73.4
3163492.3,79.3,73.4
3163496.8,79.3,73.5
3163501.4,79.4,73.3
3163505.9,79.0,73.4
3163510.4,79.1,73.4
3163514.9,79.4,73.4
3163519.5,79.4,73.4
3163524.0,79.1,73.5
3163528.5,79.3,73.4
3163533.0,79.4,73.4
3163537.6,79.3,73.3
3163542.1,79.4,73.4
3163546.6,79.3,73.0
3163551.1,79.1,73.4
3163556.1,79.3,73.5
3163560.7,79.7,73.4
3163565.2,79.3,73.3
3163569.7,79.7,73.5
3163574.2,79.5,73.3
3163578.8,79.4,73.4
3163583.3,79.7,73.3
3163587.8,79.4,73.3
3163592.3,79.3,73.3
3163596.9,79.3,73.3
3163601.4,79.7,73.5
3163605.9,79.4,73.4
3163610.4,79.7,73.1
3163615.0,79.3,73.1
3163619.5,79.3,73.1
3163623.9,79.4,73.1
3163628.5,79.9,73.4
3163633.0,79.5,73.4
3163637.5,79.9,73.7
3163642.0,79.9,73.4
3163646.6,79.7,73.3
3163651.1,79.5,73.4
3163655.6,79.5,73.4
3163660.1,79.7,73.3
3163664.7,79.4,73.1
3163669.2,79.7,73.3
3163673.7,79.9,73.3
3163678.2,79.5,73.4
3163682.8,79.9,73.4
3163687.3,79.7,73.4
3163691.8,79.9,73.0
3163696.4,79.5,73.5
3163700.9,79.7,73.3
3163705.4,79.5,73.1
3163709.9,79.9,73.1
3163714.4,79.7,73.0
3163719.0,79.7,73.4
3163723.5,79.4,73.3
3163728.0,79.4,73.1
3163732.6,79.7,73.3
3163737.1,79.9,73.4
3163741.6,79.4,73.3
3163746.1,79.3,73.4
3163750.7,80.0,73.3
3163755.2,79.9,73.4
3163759.7,79.5,73.3
3163764.2,79.5,73.0
3163768.8,80.0,73.3
3163773.3,79.7,73.5
3163777.8,79.5,73.4
3163782.3,80.0,73.3
3163786.9,79.7,72.8
3163791.4,79.7,73.0
3163795.9,79.4,73.5
3163800.5,79.7,73.4
3163805.0,79.9,73.4
3163809.5,80.0,73.1
3163814.0,79.5,73.1
3163818.6,79.7,73.4
3163823.1,79.9,73.3
3163827.7,79.7,73.1
3163832.2,79.4,73.4
3163836.7,79.3,73.4
3163841.2,79.5,72.6
3163845.8,79.1,73.1
3163850.3,79.3,73.4
3163854.8,79.0,73.3
3163859.4,79.7,73.4
3163863.9,79.1,73.3
3163868.4,79.0,72.6
3163873.0,79.3,73.3
3163877.5,79.1,73.3
3163882.0,79.0,73.0
3163886.5,79.5,73.4
3163891.0,79.0,73.4
3163895.6,78.8,73.3
3163900.1,78.6,73.1
3163904.6,79.3,73.3
3163909.1,78.8,73.4
3163913.7,79.3,73.3
3163918.2,79.5,73.1
3163922.7,79.3,73.3
3163927.3,79.5,73.3
3163931.8,79.4,73.0
3163936.3,79.5,73.0
3163940.9,79.5,73.1
3163945.4,79.4,73.0
3163950.0,79.4,73.0
3163954.5,79.5,73.1
3163959.0,79.4,73.0
3163963.5,79.4,73.1
3163968.0,79.4,73.3
3163972.6,79.0,73.0
3163977.1,79.5,73.3
3163981.6,79.4,73.3
3163986.1,79.7,73.3
3163990.6,79.5,73.1
3163995.2,79.7,72.6
3163999.7,79.5,73.3
3164004.2,79.4,73.3
3164008.8,79.4,73.0
3164013.3,79.5,73.4
3164017.8,79.4,73.4
3164022.3,79.4,73.3
3164026.9,79.7,73.0
3164031.4,79.7,73.3
3164035.9,79.1,73.0
3164040.4,79.1,72.8
3164044.9,79.3,73.1
3164049.5,79.3,73.3
3164054.0,79.5,73.1
3164058.5,79.9,73.3
3164063.1,80.0,73.4
3164067.6,80.2,73.1
3164072.1,80.2,72.8
3164076.7,79.5,73.0
3164081.2,80.2,73.0
3164085.7,80.5,73.3
3164090.2,80.0,73.3
3164094.8,80.2,73.4
3164099.3,80.0,73.1
3164103.8,80.2,73.4
3164108.3,80.0,73.0
3164112.8,80.2,73.0
3164117.4,80.5,73.0
3164121.9,80.6,73.4
3164126.4,80.5,73.4
3164130.9,80.3,72.6
3164135.5,79.9,72.8
3164140.0,80.0,73.3
3164144.5,80.5,73.4
3164149.1,80.3,73.4
3164153.6,80.3,73.4
3164158.1,80.3,73.1
3164162.7,80.3,73.4
3164167.2,80.5,73.3
3164171.7,80.2,73.0
3164176.3,80.5,73.1
3164180.8,80.6,73.4
3164185.3,80.2,73.3
3164189.8,80.2,73.4
3164194.4,80.2,73.4
3164198.9,80.2,73.3
3164203.4,80.0,73.4
3164207.9,80.0,73.4
3164212.5,80.0,73.0
3164217.0,80.3,73.5
3164221.5,80.2,73.0
3164226.0,79.7,73.0
3164230.6,79.9,73.1
3164235.1,80.0,72.8
3164239.6,80.0,73.1
3164244.1,80.0,73.3
3164248.6,79.7,73.0
3164253.2,79.9,72.5
3164257.7,79.7,72.8
3164262.2,80.0,73.0
3164266.7,79.9,73.1
3164271.3,79.9,73.1
3164275.8,79.9,73.3
3164280.3,79.4,73.3
3164284.9,79.5,73.4
3164289.4,80.0,73.0
3164293.9,79.4,73.1
3164298.5,79.7,73.4
3164303.0,79.7,73.4
3164307.5,80.3,73.4
3164312.0,79.9,73.4
3164316.5,80.5,73.3
3164321.1,80.2,73.1
3164325.6,80.3,73.0
3164330.1,80.3,73.4
3164334.6,79.9,73.1
3164339.2,80.2,73.4
3164343.7,80.0,73.3
3164348.2,80.6,73.3
3164352.7,79.9,73.4
3164357.3,79.8,73.3
3164361.8,80.2,73.4
3164366.3,80.2,73.4
3164370.9,79.9,73.3
3164375.4,80.2,73.3
3164379.9,80.2,73.1
3164384.4,80.0,73.0
3164388.9,79.9,73.0
3164393.5,79.9,72.8
3164398.0,79.7,73.0
3164402.5,80.0,73.0
3164407.0,79.4,73.1
3164411.6,79.4,73.0
3164416.1,79.7,73.1
3164420.6,79.5,73.3
3164425.1,79.7,73.1
3164429.7,79.7,73.0
3164434.2,79.7,73.0
3164438.7,79.9,73.4
3164443.2,79.7,73.3
3164447.7,80.2,73.3
3164452.3,80.0,73.3
3164456.8,80.0,73.1
3164461.3,79.9,73.4
3164465.8,80.2,73.0
3164470.4,80.2,73.3
3164475.0,80.2,73.4
3164479.5,80.0,73.1
3164484.3,79.9,72.8
3164488.9,79.9,73.3
3164493.4,79.9,72.6
3164498.0,80.2,72.5
3164502.5,80.0,73.0
3164507.0,79.5,73.0
3164511.5,79.5,73.0
3164516.0,79.7,73.1
3164520.6,79.9,73.0
3164525.1,80.0,73.1
3164529.9,79.5,73.3
3164534.4,79.7,73.3
3164538.9,80.0,72.8
3164543.5,79.7,73.0
3164548.0,80.0,73.3
3164552.5,80.0,73.1
3164557.0,80.2,73.0
3164561.6,79.5,72.8
3164566.1,80.2,73.1
3164570.6,79.9,72.8
3164575.1,80.2,73.3
3164579.7,80.2,73.0
3164584.2,80.2,72.5
3164588.7,80.2,73.4
3164593.2,80.2,73.1
3164597.8,80.2,73.4
3164602.3,80.3,73.1
3164606.8,80.0,73.1
3164611.3,80.0,73.4
3164615.8,80.3,73.3
3164620.3,80.2,73.1
3164624.9,80.3,73.3
3164629.4,80.3,73.1
3164633.9,80.2,72.8
3164638.4,80.3,73.1
3164642.9,80.2,73.0
3164647.5,80.5,73.0
3164652.0,80.2,73.0
3164656.5,80.2,73.1
3164661.0,79.9,73.0
3164665.5,80.2,72.8
3164670.1,80.5,73.3
3164674.6,80.2,73.0
3164679.1,80.0,73.3
3164683.6,80.0,73.4
3164688.2,79.9,73.4
3164692.7,80.3,73.0
3164697.2,80.5,73.3
3164701.7,80.3,73.1
3164706.2,80.3,73.3
3164710.8,80.0,73.3
3164715.3,80.2,73.1
3164719.8,80.2,73.0
3164724.3,79.9,73.1
3164728.8,80.2,73.1
3164733.4,79.9,72.5
3164737.9,80.2,73.1
3164742.4,79.9,72.8
3164747.0,80.0,73.0
3164751.5,80.0,73.1
3164756.0,79.7,73.1
3164760.5,79.7,73.3
3164765.1,79.9,73.3
3164769.6,79.9,73.1
3164774.1,80.0,73.1
3164778.6,79.7,73.3
3164783.1,79.1,73.3
3164787.7,79.4,73.4
3164792.2,79.1,73.4
3164796.7,79.3,73.3
3164801.2,79.3,72.4
3164805.8,79.1,73.0
3164810.3,79.3,73.0
3164814.8,79.0,73.0
3164819.3,79.4,73.3
3164823.8,79.0,73.0
3164828.4,79.3,72.8
3164832.9,79.4,73.0
3164837.4,79.4,73.0
3164841.9,79.1,73.3
3164846.4,79.0,72.8
3164851.0,79.4,73.3
3164855.5,79.5,73.3
3164860.0,79.7,73.0
3164864.5,79.5,73.1
3164869.1,79.5,73.0
3164873.6,79.4,73.0
3164878.1,79.5,73.1
3164882.6,79.7,72.6
3164887.1,79.5,72.8
3164891.7,79.4,72.6
3164896.2,79.5,72.8
3164900.7,79.3,72.6
3164905.2,79.4,73.0
3164909.7,79.7,73.0
3164914.3,79.3,73.0
